Номер БС,Адрес,Операторы 800 МГц,Операторы 1800 МГц,Операторы 2600 МГц,Широта,Долгота
201480,"Октябрьский с/с, Аэропорт, 1",,"M, V, L",,55.132333333333,30.35826111
201486,"г. Новополоцк, ул. Промышленная, д. 6",,"M, V, L",,55.521249,28.579904
201488,"г. Полоцк, ул. П.Бровки, д. 73",,"M, V, L",M,55.476193,28.741661
201507,"г. Витебск, ул. Терешковой, 17а",,"M, V, L",M,55.185777777778,30.25086111
201612,"г. Бешенковичи, ул. Урицкого, д. 100",,"M, V, L",M,55.033889,29.456775
201617,"г. Толочин, ул. Островского, д. 37",,"M, V, L",,54.415909,29.69005
201638,"г. Орша, ул. Народная, 1",,"M, V, L",,54.508694444444,30.41788889
201649,"г. Витебск, пр-т Черняховского, д. 25/1",,"M, V, L",M,55.174667,30.195083
201661,"г. Витебск, ул. 6-я Суражская, д. 9",,"M, V, L","M, L",55.209432,30.229931
201670,"г. Орша, ул. Молодежная, д. 1",,"M, V, L",M,54.490055,30.394694
201696,"г. Глубокое, ул. Я. Коласа, д. 22Б",,"M, V, L",,55.126111,27.670691
201720,"г. Городок, ул. Толкачева, 10",,"M, L",,55.472222222222,29.977944444444
202068,"г. Новополоцк, ул. Нефтяников, д. 6",,"M, V, L",,55.513569,28.682512
202069,"г. Полоцк, Вильнюсское шоссе, д.1",,"M, L",,55.471967,28.749475
202257,"г. Орша, ул. Заднепровская",,"M, V, L",M,54.484861111111,30.40838889
202504,"г. Новополоцк, ул. Молодежная, д. 25",,"M, V, L",,55.539906071803,28.636922887994
202515,"г. Новополоцк, ул. Молодежная, 94-б",,"M, V, L",M,55.532,28.65195833
202516,"г. Полоцк, ул. Комарова, 22",,"M, V, L",M,55.509313888889,28.77405556
202517,"г. Полоцк, ул. Бабушкина, 121б",,"M, V, L",M,55.473777777778,28.82838889
202518,"г. Новополоцк, ул. Ктаторова, 12",,"M, V, L",M,55.537761111111,28.63226389
202524,"г. Полоцк, ул. Фабрициуса, 30",,"M, V, L",M,55.495391666667,28.80868333
202525,"г. Новополоцк, ул. Блохина, 27",,"M, V, L","M, L",55.532111111111,28.645
202526,"г. Новополоцк, ул. Дзержинского, 8",,"M, V, L",M,55.539605555556,28.62489444
202527,"г. Новополоцк, промзона, завод «Полимир» ОАО «Нафтан»",,"M, V, L",M,55.502866666667,28.59034722
202528,"г. Полоцк, ул. Скорины, 14",,"M, V, L",M,55.487925,28.77676111
202529,"г. Полоцк, ул. Вологина, 116",,"M, V, L",,55.541083333333,28.81500278
202544,"г.п. Россоны, ул. Советская, 4",,"M, V, L",,55.903611111111,28.81444444
202545,"г. Браслав, ул. Советская, 119",,"M, V, L",,55.639861111111,27.03088889
202550,"г. Витебск, ул. Карла Маркса, 53а",,"M, V, L",,55.186469444444,30.16845
202552,"г. Витебск, ул. Академика Павлова, 23-2",,"M, V, L",M,55.17775,30.17938889
202554,"г. Витебск, пр. Фрунзе, 56",,"M, V, L","M, L",55.194522222222,30.23328333
202556,"г. Витебск, ул. Воинов интернационалистов, 37а",,"M, V, L",M,55.158866666667,30.22070556
202557,"г. Витебск, ул. 3-я Чепинская, 37а",,"M, V, L","M, L",55.210266666667,30.13313889
202558,"г. Витебск, пр. Чкалова, 17-1",,"M, V, L",M,55.174544444444,30.21083333
202559,"г. Витебск, ул. Гагарина, 68",,"M, V, L",M,55.214944444444,30.23016944
202560,"г. Витебск, пр. Победы, 7",,"M, V, L","M, L",55.171194444444,30.22390833
202561,"г. Витебск, пр. Московский, 51а",,"M, V, L",M,55.174944444444,30.24586111
202562,"г. Витебск, пр. Московский, 10",,"M, V, L",M,55.182572222222,30.206425
202563,"г. Витебск, ул. Замковая, 4",,"M, V, L",M,55.192972222222,30.20564167
202564,"г. Витебск, пр-т Московский, 46",,"M, V, L",,55.182,30.21811111
202565,"г. Витебск, ул. Максима Горького, 148/1",,"M, V, L",M,55.164361111111,30.12247222
202566,"г. Витебск, ул. Ленинградская, 155",,"M, V, L",M,55.206611111111,30.15722222
202567,"г. Витебск, ул. Белорусская, 6а",,"M, V, L",M,55.1965,30.19130556
202568,"г. Полоцк, ул. Зыгина, 55",,"M, V, L","M, L",55.495472222222,28.75752778
202569,"г. Полоцк, ул. Тябута, д. 37",,"M, V, L",M,55.477673,28.770463
202570,"г. Витебск, пр. Московский, 72",,"M, V, L","M, L",55.177861111111,30.23704167
202571,"г. Витебск, ул. Терешковой, 16/2",,"M, V, L","M, L",55.183833333333,30.24561111
202572,"г. Витебск, ул. Великолукский тракт, д. 15",,"M, V, L",,55.20947799831,30.211488033927
202573,"г. Витебск, ул. Петруся Бровки, 50",,"M, V, L",M,55.158202777778,30.23543333
202574,"г. Витебск, ул. Димитрова, 36-7",,"M, V, L",M,55.1857,30.19164722
202575,"г. Витебск, ул. Максима Горького, 145",,"M, V, L",M,55.171027777778,30.1265
202576,"г. Витебск, пр. Фрунзе, 77",,"M, V, L",M,55.195458333333,30.25283611
202577,"г. Витебск, ул. Чкалова, 7/1",,"M, V, L",M,55.179008333333,30.21106944
202578,"г. Витебск, ул. Краснофлотская, 1а",,"M, V, L","M, L",55.192563888889,30.24348889
202584,"г. Глубокое, ул. Ленина, 142",,"M, V, L",M,55.1401,27.66180278
202593,"г. Чашники, ул. Гагарина, 20",,"M, V, L",,54.843222222222,29.19197222
202609,"г.п. Болбасово, ул. Сергея Грицевца",,"M, V, L",,54.420222222222,30.28583333
202631,"г. Орша, ул. Хигрина, 44",,"M, V, L","M, L",54.510916666667,30.40869444
202636,"г. Орша, ул. Станционная, 1-а",,"M, V, L",M,54.512380555556,30.36583056
202639,"г. Орша, ул. Мира, 39а",,"M, V, L",M,54.519405555556,30.40452778
204011,"г. Витебск, ул. 2-я Заречная",,"M, V, L",,55.160305555556,30.14525
204014,"г. Витебск, ул. Медицинская, д. 4в",,"M, V, L",,55.153976,30.220383
204032,"г. Витебск, ул. Сивакова, д. 12",,"M, V, L",,55.20269,30.16122
204033,"г. Витебск, пр. Московский, 21-4",,"M, V, L",M,55.177438888889,30.21961111
204034,"г. Витебск, ул. 8-я Свердлова, 6",,"M, V, L",M,55.191830555556,30.17764722
204049,"г. Витебск, ул. Володарского, 96",,"M, V, L",,55.214288888889,30.21851111
204097,"г. Витебск,  ул.Терешковой, д. 9",,"M, V, L",,55.181222222222,30.248722222222
204099,"г. Витебск, ул. Вострецова, д.12",,"M, V, L",,55.17675,30.155486
204101,"г. Витебск, ул. Генерала Белобородова, 3",,"M, V, L",M,55.182469,30.200473
204121,"г. Витебск, ул. Сенненская",,"M, V, L",M,55.15998001027,30.181380088202
204163,"г. Витебск, ул. 7-я Луческая, д. 24",,"M, V, L",,55.167389,30.179928
204164,"г. Витебск, ул. Жесткова, д. 24",,"M, V, L",M,55.182722222222,30.213166666667
204167,"г. Витебск, пр-т Черняховского, 34В",,"M, V, L",M,55.169166666667,30.20125
204171,"г. Новополоцк, ОАО «Нафтан», промзона",,"M, V, L",,55.521758333333,28.52433056
204228,"г. Витебск, ул. Чапаева, 32",,"M, V, L",M,55.199861111111,30.23768889
204229,"г. Витебск, ул. Комсомольская, д. 34а",,"M, V, L",,55.19025,30.19442
204231,"г. Городок, ул. Солнечная",,"M, V, L",M,55.44775,29.98072
204232,"г. Витебск, ул. Карла Маркса, 106",,"M, V, L",M,55.1801,30.15272222
